w_zip,h_zip,SE01,SE02,SE03,total
11379,10018,0,0,1,1
11379,10019,0,1,1,2
11379,10021,1,1,6,8
11379,10022,0,0,3,3
11379,10023,0,1,1,2
11379,10024,0,0,1,1
11379,10025,0,2,7,9
11379,10026,1,2,5,8
11379,10027,1,2,4,7
11379,10028,3,5,0,8
11379,10029,3,6,9,18
11379,10030,0,0,3,3
11379,10031,0,3,10,13
11379,10032,0,1,5,6
11379,10033,2,2,3,7
11379,10034,0,1,0,1
11379,10035,1,1,4,6
11379,10036,0,0,2,2
11379,10037,0,1,2,3
11379,10038,1,1,4,6
11379,10040,0,4,9,13
11379,10044,0,0,2,2
11379,10065,1,1,2,4
11379,10075,1,0,0,1
11379,10128,4,2,7,13
11379,10280,0,1,1,2
11379,10282,0,0,1,1
11379,10301,5,0,5,10
11379,10302,2,2,3,7
11379,10303,0,3,1,4
11379,10304,2,0,7,9
11379,10305,1,4,9,14
11379,10306,4,3,15,22
11379,10307,0,0,2,2
11379,10308,1,2,7,10
11379,10309,2,0,13,15
11379,10310,3,3,2,8
11379,10312,0,4,6,10
11379,10314,2,6,14,22
11379,10451,3,3,4,10
11379,10452,1,4,4,9
11379,10453,3,3,2,8
11379,10454,0,3,1,4
11379,10455,0,4,2,6
11379,10456,6,1,3,10
11379,10457,2,8,3,13
11379,10458,3,8,3,14
11379,10459,1,3,2,6
11379,10460,3,6,10,19
11379,10461,2,3,8,13
11379,10462,1,6,12,19
11379,10463,4,5,5,14
11379,10465,0,4,4,8
11379,10466,7,6,11,24
11379,10467,7,12,9,28
11379,10468,7,5,7,19
11379,10469,4,2,8,14
11379,10470,0,1,3,4
11379,10471,2,0,1,3
11379,10472,2,5,4,11
11379,10473,0,2,3,5
11379,10474,0,2,0,2
11379,10475,2,1,5,8
11379,11001,1,3,2,6
11379,11004,2,2,3,7
11379,11040,0,1,0,1
11379,11101,8,12,7,27
11379,11102,6,7,22,35
11379,11103,4,14,15,33
11379,11104,6,10,9,25
11379,11105,9,14,9,32
11379,11106,11,7,20,38
11379,11109,0,0,1,1
11379,11201,1,6,11,18
11379,11203,8,22,19,49
11379,11204,3,5,4,12
11379,11205,4,4,8,16
11379,11206,24,38,14,76
11379,11207,15,34,30,79
11379,11208,20,35,37,92
11379,11209,2,5,6,13
11379,11210,5,11,12,28
11379,11211,6,17,14,37
11379,11212,19,22,21,62
11379,11213,3,11,11,25
11379,11214,4,1,11,16
11379,11215,2,7,16,25
11379,11216,8,12,23,43
11379,11217,1,3,8,12
11379,11218,0,3,3,6
11379,11219,2,6,8,16
11379,11220,4,5,7,16
11379,11221,15,35,13,63
11379,11222,6,14,16,36
11379,11223,5,6,3,14
11379,11224,1,5,6,12
11379,11225,9,14,11,34
11379,11226,8,23,21,52
11379,11228,0,6,4,10
11379,11229,1,7,8,16
11379,11230,1,5,7,13
11379,11231,1,3,4,8
11379,11232,0,0,3,3
11379,11233,11,18,20,49
11379,11234,7,28,30,65
11379,11235,1,5,6,12
11379,11236,21,30,29,80
11379,11237,12,25,9,46
11379,11238,4,8,12,24
11379,11239,0,4,3,7
11379,11354,10,15,14,39
11379,11355,13,18,14,45
11379,11356,8,4,6,18
11379,11357,7,18,29,54
11379,11358,7,17,10,34
11379,11359,0,0,1,1
11379,11360,5,1,6,12
11379,11361,4,3,7,14
11379,11362,0,8,5,13
11379,11363,3,5,4,12
11379,11364,3,5,15,23
11379,11365,8,11,14,33
11379,11366,7,6,8,21
11379,11367,9,17,20,46
11379,11368,29,43,23,95
11379,11369,7,22,11,40
11379,11370,9,3,10,22
11379,11371,0,2,1,3
11379,11372,11,20,15,46
11379,11373,33,44,29,106
11379,11374,18,22,25,65
11379,11375,14,20,48,82
11379,11377,18,24,36,78
11379,11378,41,66,46,153
11379,11379,157,209,180,546
11379,11385,99,165,104,368
11379,11411,5,10,12,27
11379,11412,3,20,23,46
11379,11413,9,14,23,46
11379,11414,15,10,19,44
11379,11415,3,6,13,22
11379,11416,6,12,11,29
11379,11417,6,24,14,44
11379,11418,16,17,18,51
11379,11419,4,29,13,46
11379,11420,7,14,24,45
11379,11421,24,27,24,75
11379,11422,3,6,14,23
11379,11423,8,9,11,28
11379,11426,5,3,6,14
11379,11427,6,8,9,23
11379,11428,2,10,9,21
11379,11429,4,5,9,18
11379,11430,1,0,0,1
11379,11432,14,23,21,58
11379,11433,12,9,6,27
11379,11434,10,20,34,64
11379,11435,11,31,27,69
11379,11436,3,12,9,24
11379,11691,12,4,8,24
11379,11692,4,10,11,25
11379,11693,1,7,6,14
11379,11694,4,10,15,29
11379,11697,2,2,5,9
11385,10001,1,2,7,10
11385,10002,17,28,29,74
11385,10003,8,14,18,40
11385,10004,2,1,6,9
11385,10005,1,1,4,6
11385,10006,0,2,1,3
11385,10007,0,0,4,4
11385,10009,5,21,19,45
11385,10010,1,3,11,15
11385,10011,5,6,13,24
11385,10012,5,9,11,25
11385,10013,8,4,12,24
11385,10014,7,7,13,27
11385,10016,4,7,15,26
11385,10017,0,2,7,9
11385,10018,0,0,2,2
11385,10019,7,2,8,17
11385,10021,1,3,17,21
11385,10022,3,2,9,14
11385,10023,3,3,6,12
11385,10024,5,1,5,11
11385,10025,11,10,12,33
11385,10026,2,9,12,23
11385,10027,7,15,20,42
11385,10028,3,3,11,17
11385,10029,24,17,25,66
11385,10030,4,4,9,17
11385,10031,10,15,21,46
11385,10032,2,13,7,22
11385,10033,8,10,17,35
11385,10034,3,15,8,26
11385,10035,5,8,14,27
11385,10036,3,2,6,11
11385,10037,3,6,2,11
11385,10038,3,10,5,18
11385,10039,5,5,3,13
11385,10040,9,11,10,30
11385,10044,3,4,4,11
11385,10065,1,2,16,19
11385,10069,0,0,1,1
11385,10075,2,5,6,13
11385,10128,3,9,12,24
11385,10162,0,0,1,1
11385,10199,0,0,1,1
11385,10280,0,0,9,9
11385,10282,0,1,1,2
11385,10301,7,16,21,44
11385,10302,1,6,10,17
11385,10303,6,11,13,30
11385,10304,5,8,18,31
11385,10305,5,12,24,41
11385,10306,5,12,43,60
11385,10307,6,4,3,13
11385,10308,4,4,28,36
11385,10309,9,7,21,37
11385,10310,4,4,14,22
11385,10312,3,17,41,61
11385,10314,11,23,50,84
11385,10451,4,21,8,33
11385,10452,15,26,15,56
11385,10453,20,23,4,47
11385,10454,4,4,11,19
11385,10455,4,12,2,18
11385,10456,11,26,16,53
11385,10457,17,23,10,50
11385,10458,12,15,17,44
11385,10459,10,20,12,42
11385,10460,11,12,11,34
11385,10461,10,12,17,39
11385,10462,12,21,24,57
11385,10463,6,15,31,52
11385,10464,1,3,2,6
11385,10465,4,7,16,27
11385,10466,9,14,24,47
11385,10467,8,19,31,58
11385,10468,11,12,22,45
11385,10469,7,8,31,46
11385,10470,9,4,7,20
11385,10471,3,3,10,16
11385,10472,4,31,23,58
11385,10473,11,31,17,59
11385,10474,1,2,2,5
11385,10475,5,12,18,35
11385,11001,10,0,7,17
11385,11003,0,0,1,1
11385,11004,4,15,11,30
11385,11005,1,0,1,2
11385,11040,0,2,2,4
11385,11101,23,22,26,71
11385,11102,11,19,24,54
11385,11103,22,25,30,77
11385,11104,13,17,26,56
11385,11105,19,21,32,72
11385,11106,17,21,28,66
11385,11109,2,1,2,5
11385,11201,16,26,37,79
11385,11203,42,70,61,173
11385,11204,6,15,30,51
11385,11205,16,39,24,79
11385,11206,68,84,62,214
11385,11207,83,122,107,312
11385,11208,92,165,90,347
11385,11209,14,28,31,73
11385,11210,24,33,37,94
11385,11211,37,54,62,153
11385,11212,44,66,65,175
11385,11213,24,47,50,121
11385,11214,15,20,25,60
11385,11215,10,18,49,77
11385,11216,29,34,47,110
11385,11217,13,15,29,57
11385,11218,8,9,28,45
11385,11219,11,17,25,53
11385,11220,18,31,36,85
11385,11221,75,101,68,244
11385,11222,24,43,54,121
11385,11223,15,20,33,68
11385,11224,8,16,15,39
11385,11225,17,30,48,95
11385,11226,27,40,44,111
11385,11228,10,10,23,43
11385,11229,18,18,38,74
11385,11230,4,17,30,51
11385,11231,13,12,19,44
11385,11232,2,10,5,17
11385,11233,49,55,62,166
11385,11234,43,82,106,231
11385,11235,8,16,21,45
11385,11236,61,91,91,243
11385,11237,97,132,55,284
11385,11238,20,21,43,84
11385,11239,8,11,16,35
11385,11354,22,40,41,103
11385,11355,66,70,39,175
11385,11356,20,20,14,54
11385,11357,21,33,50,104
11385,11358,16,25,34,75
11385,11359,1,2,1,4
11385,11360,14,11,19,44
11385,11361,13,13,26,52
11385,11362,5,14,15,34
11385,11363,3,1,4,8
11385,11364,17,22,31,70
11385,11365,16,33,29,78
11385,11366,12,15,18,45
11385,11367,22,34,45,101
11385,11368,69,92,58,219
11385,11369,30,40,26,96
11385,11370,15,34,30,79
11385,11371,1,1,2,4
11385,11372,15,61,47,123
11385,11373,76,84,51,211
11385,11374,30,28,67,125
11385,11375,36,55,89,180
11385,11377,48,83,73,204
11385,11378,69,158,90,317
11385,11379,109,151,174,434
11385,11385,694,828,514,2036
11385,11411,19,17,19,55
11385,11412,25,24,31,80
11385,11413,24,38,60,122
11385,11414,29,30,78,137
11385,11415,10,17,27,54
11385,11416,27,52,39,118
11385,11417,46,40,44,130
11385,11418,44,53,47,144
11385,11419,31,42,47,120
11385,11420,41,50,49,140
11385,11421,61,71,70,202
11385,11422,15,27,25,67
11385,11423,14,29,36,79
11385,11426,14,17,19,50
11385,11427,8,24,24,56
11385,11428,13,23,35,71
11385,11429,16,15,36,67
11385,11430,1,1,0,2
11385,11432,29,65,53,147
11385,11433,22,35,32,89
11385,11434,28,44,54,126
11385,11435,41,62,35,138
11385,11436,6,20,17,43
11385,11451,0,0,1,1
11385,11691,21,25,41,87
11385,11692,10,22,13,45
11385,11693,13,10,21,44
11385,11694,9,22,27,58
11385,11697,4,6,10,20
11411,10002,0,1,1,2
11411,10003,0,1,1,2
11411,10009,1,0,2,3
11411,10012,0,2,1,3
11411,10019,0,1,1,2
11411,10021,1,0,1,2
11411,10024,0,0,2,2
11411,10025,1,3,1,5
11411,10026,1,5,1,7
11411,10027,0,1,1,2
11411,10029,2,0,0,2
11411,10030,2,4,1,7
11411,10031,1,0,1,2
11411,10032,1,2,1,4
11411,10034,1,2,1,4
11411,10035,1,0,0,1
11411,10036,0,0,1,1
11411,10037,0,1,1,2
11411,10038,0,0,1,1
11411,10040,1,0,0,1
11411,10044,0,0,1,1
11411,10128,0,0,1,1
11411,10301,0,0,1,1
11411,10302,0,0,1,1
11411,10305,0,0,3,3
11411,10306,3,2,1,6
11411,10308,0,0,1,1
11411,10309,0,0,1,1
11411,10310,0,0,1,1
11411,10312,0,1,0,1
11411,10314,0,0,1,1
11411,10451,2,1,1,4
11411,10453,2,1,1,4
11411,10456,2,2,1,5
11411,10457,1,2,0,3
11411,10458,0,0,3,3
11411,10460,0,1,0,1
11411,10461,1,2,5,8
11411,10462,1,3,3,7
11411,10463,1,0,1,2
11411,10465,2,3,0,5
11411,10466,3,1,1,5
11411,10467,0,3,0,3
11411,10468,0,3,0,3
11411,10469,1,0,1,2
11411,10471,0,0,1,1
11411,10472,1,2,1,4
11411,10473,2,3,2,7
11411,10474,1,0,0,1
11411,10475,3,1,6,10
11411,11004,2,2,3,7
11411,11005,1,2,0,3
11411,11101,0,2,2,4
11411,11102,1,0,1,2
11411,11103,1,1,2,4
11411,11104,2,2,1,5
11411,11105,0,0,1,1
11411,11106,3,0,2,5
11411,11109,1,1,0,2
11411,11201,1,0,0,1
11411,11203,6,6,4,16
11411,11204,1,0,0,1
11411,11205,1,0,0,1
11411,11206,2,1,2,5
11411,11207,16,11,7,34
11411,11208,6,5,1,12
11411,11209,1,1,2,4
11411,11210,1,5,3,9
11411,11211,0,7,1,8
11411,11212,10,6,5,21
11411,11213,1,2,3,6
11411,11214,0,1,0,1
11411,11215,1,0,0,1
11411,11216,0,1,1,2
11411,11217,0,1,1,2
11411,11218,1,0,4,5
11411,11219,1,0,2,3
11411,11220,1,0,1,2
11411,11221,3,6,1,10
11411,11222,0,1,0,1
11411,11223,1,0,1,2
11411,11224,1,1,0,2
11411,11225,4,4,3,11
11411,11226,7,14,2,23
11411,11229,1,0,5,6
11411,11230,3,5,0,8
11411,11231,0,0,1,1
11411,11232,1,1,0,2
11411,11233,7,2,3,12
11411,11234,5,9,12,26
11411,11235,0,1,4,5
11411,11236,9,8,6,23
11411,11237,1,4,1,6
11411,11238,3,2,4,9
11411,11239,0,1,1,2
11411,11354,1,5,3,9
11411,11355,11,13,4,28
11411,11356,1,1,2,4
11411,11357,1,2,5,8
11411,11358,3,6,3,12
11411,11360,1,1,1,3
11411,11361,0,3,3,6
11411,11362,1,2,0,3
11411,11363,0,1,4,5
11411,11364,2,5,4,11
11411,11365,2,2,3,7
11411,11366,2,0,0,2
11411,11367,0,3,2,5
11411,11368,7,6,2,15
11411,11369,1,2,1,4
11411,11370,3,0,0,3
11411,11371,0,1,0,1
11411,11372,1,3,4,8
11411,11373,4,2,5,11
11411,11374,1,5,4,10
11411,11375,2,2,7,11
11411,11377,0,7,5,12
11411,11378,3,3,2,8
11411,11379,2,2,2,6
11411,11385,7,2,11,20
11411,11411,22,40,20,82
11411,11412,20,32,8,60
11411,11413,8,17,6,31
11411,11414,1,1,2,4
11411,11415,2,2,3,7
11411,11416,1,4,0,5
11411,11417,4,7,3,14
11411,11418,3,6,4,13
11411,11419,7,4,6,17
11411,11420,4,7,3,14
11411,11421,2,6,6,14
11411,11422,5,7,8,20
11411,11423,8,10,2,20
11411,11426,1,0,5,6
11411,11427,4,6,5,15
11411,11428,5,10,3,18
11411,11429,10,17,5,32
11411,11430,0,0,1,1
11411,11432,14,14,11,39
11411,11433,7,12,0,19
11411,11434,7,17,8,32
11411,11435,10,10,7,27
11411,11436,3,1,1,5
11411,11691,7,3,4,14
11411,11692,0,3,0,3
11411,11693,0,0,1,1
11411,11694,1,4,5,10
11411,11697,1,0,0,1
11412,10002,3,0,1,4
11412,10003,0,1,0,1
11412,10004,0,1,0,1
11412,10009,0,1,1,2
11412,10011,0,0,1,1
11412,10012,0,0,2,2
11412,10013,1,0,0,1
11412,10014,0,1,1,2
11412,10016,0,1,2,3
11412,10017,1,0,0,1
11412,10019,0,1,0,1
11412,10022,0,0,1,1
11412,10023,1,1,0,2
11412,10025,1,2,2,5
11412,10026,1,3,0,4
11412,10027,2,2,3,7
11412,10028,0,1,1,2
11412,10029,4,2,1,7
11412,10030,0,0,3,3
11412,10031,0,1,2,3
11412,10032,0,0,2,2
11412,10033,1,0,2,3
11412,10034,0,1,1,2
11412,10035,2,4,0,6
11412,10036,0,0,1,1
11412,10037,0,0,2,2
11412,10038,0,1,0,1
11412,10039,0,1,1,2
11412,10040,0,1,1,2
11412,10128,0,1,0,1
11412,10301,0,2,3,5
11412,10302,0,0,1,1
11412,10303,0,0,1,1
11412,10304,1,3,0,4
11412,10305,0,1,3,4
11412,10306,0,0,2,2
11412,10307,0,0,1,1
11412,10308,0,0,5,5
11412,10309,0,0,4,4
11412,10310,0,1,2,3
11412,10312,1,0,10,11
11412,10314,1,3,4,8
11412,10451,0,0,3,3
11412,10452,3,5,2,10
11412,10453,1,7,4,12
11412,10454,0,0,1,1
11412,10455,2,0,3,5
11412,10456,2,4,7,13
11412,10457,2,0,2,4
11412,10458,1,2,0,3
11412,10459,0,1,1,2
11412,10460,2,3,0,5
11412,10461,0,2,2,4
11412,10462,1,5,3,9
11412,10463,1,0,8,9
11412,10464,0,0,1,1
11412,10465,3,0,3,6
11412,10466,1,1,3,5
11412,10467,3,5,3,11
11412,10468,1,5,2,8
11412,10469,2,2,3,7
11412,10470,0,1,0,1
11412,10471,2,0,0,2
11412,10472,0,3,3,6
11412,10473,2,3,0,5
11412,10475,4,2,5,11
11412,11001,1,0,0,1
11412,11004,1,4,3,8
11412,11005,1,0,0,1
11412,11040,0,1,0,1
11412,11101,0,3,4,7
11412,11102,1,1,2,4
11412,11103,0,3,0,3
11412,11104,1,1,2,4
11412,11105,0,3,0,3
11412,11106,0,2,0,2
11412,11201,0,1,2,3
11412,11203,2,6,8,16
11412,11204,2,0,2,4
11412,11205,1,4,4,9
11412,11206,2,3,3,8
11412,11207,12,19,13,44
11412,11208,11,10,19,40
11412,11209,0,1,3,4
11412,11210,1,2,1,4
11412,11211,0,2,1,3
11412,11212,5,15,6,26
11412,11213,4,6,2,12
11412,11214,2,1,3,6
11412,11215,0,0,2,2
11412,11216,3,10,2,15
11412,11217,1,2,2,5
11412,11218,1,1,1,3
11412,11219,2,3,9,14
11412,11220,9,5,3,17
11412,11221,5,5,4,14
11412,11222,0,1,0,1
11412,11223,1,2,3,6
11412,11224,0,0,2,2
11412,11225,3,2,3,8
11412,11226,3,4,4,11
11412,11228,0,1,1,2
11412,11229,1,1,3,5
11412,11230,3,3,4,10
11412,11231,0,0,1,1
11412,11232,2,0,0,2
11412,11233,5,6,1,12
11412,11234,1,7,7,15
11412,11235,1,1,3,5
11412,11236,5,12,11,28
11412,11237,1,3,0,4
11412,11238,3,7,3,13
11412,11239,0,3,2,5
11412,11354,4,7,2,13
11412,11355,5,7,6,18
11412,11356,1,6,3,10
11412,11357,3,5,6,14
11412,11358,4,9,9,22
11412,11359,0,2,1,3
11412,11360,2,2,0,4
11412,11361,2,7,5,14
11412,11362,0,2,4,6
11412,11364,4,7,6,17
11412,11365,2,9,12,23
11412,11366,1,2,4,7
11412,11367,3,5,5,13
11412,11368,3,3,13,19
11412,11369,0,2,1,3
11412,11370,1,0,0,1
11412,11372,2,5,1,8
11412,11373,6,9,6,21
11412,11374,2,3,4,9
11412,11375,4,7,11,22
11412,11377,2,6,3,11
11412,11378,1,3,2,6
11412,11379,3,4,4,11
11412,11385,7,10,10,27
11412,11411,11,12,15,38
11412,11412,50,75,29,154
11412,11413,16,18,18,52
11412,11414,4,3,7,14
11412,11415,1,1,6,8
11412,11416,4,7,4,15
11412,11417,3,7,5,15
11412,11418,3,9,8,20
11412,11419,7,9,11,27
11412,11420,1,10,9,20
11412,11421,9,7,4,20
11412,11422,9,17,12,38
11412,11423,14,19,10,43
11412,11426,3,3,3,9
11412,11427,6,11,4,21
11412,11428,6,7,6,19
11412,11429,8,17,13,38
11412,11430,0,1,0,1
11412,11432,20,17,15,52
11412,11433,8,30,13,51
11412,11434,24,48,29,101
11412,11435,8,7,5,20
11412,11436,3,10,9,22
11412,11691,5,10,12,27
11412,11692,4,5,1,10
11412,11693,0,2,1,3
11412,11694,0,1,9,10
11413,10001,0,0,2,2
11413,10002,6,7,4,17
11413,10003,2,0,5,7
11413,10005,0,0,1,1
11413,10007,0,1,0,1
11413,10009,5,5,2,12
11413,10010,0,0,2,2
11413,10011,3,5,4,12
11413,10012,1,0,2,3
11413,10013,1,1,4,6
11413,10014,0,2,0,2
11413,10016,0,0,4,4
11413,10017,0,0,1,1
11413,10019,1,1,4,6
11413,10021,0,0,1,1
11413,10022,1,0,2,3
11413,10023,0,0,6,6
11413,10024,1,1,7,9
11413,10025,1,6,10,17
11413,10026,5,5,6,16
11413,10027,7,7,9,23
11413,10028,0,1,3,4
11413,10029,4,24,10,38
11413,10030,3,4,4,11
11413,10031,2,7,4,13
11413,10032,2,10,2,14
11413,10033,1,6,3,10
11413,10034,1,4,3,8
11413,10035,0,5,8,13
11413,10036,2,0,4,6
11413,10037,1,3,3,7
11413,10038,2,2,2,6
11413,10039,2,5,3,10
11413,10040,1,3,1,5
11413,10065,1,1,2,4
11413,10075,0,0,2,2
11413,10128,0,2,4,6
11413,10280,0,0,1,1
11413,10282,0,0,2,2
11413,10301,1,4,4,9
11413,10302,0,1,2,3
11413,10303,1,4,3,8
11413,10304,3,4,2,9
11413,10305,2,0,10,12
11413,10306,1,1,5,7
11413,10307,0,2,3,5
11413,10308,1,1,5,7
11413,10309,1,0,7,8
11413,10310,3,3,3,9
11413,10312,0,2,11,13
11413,10314,8,6,23,37
11413,10451,3,13,2,18
11413,10452,4,15,4,23
11413,10453,4,20,3,27
11413,10454,4,8,9,21
11413,10455,2,10,6,18
11413,10456,8,17,11,36
11413,10457,5,18,4,27
11413,10458,5,12,8,25
11413,10459,7,11,8,26
11413,10460,1,7,7,15
11413,10461,3,3,7,13
11413,10462,10,15,11,36
11413,10463,1,3,5,9
11413,10464,0,0,1,1
11413,10465,5,4,7,16
11413,10466,4,13,18,35
11413,10467,5,21,12,38
11413,10468,1,12,8,21
11413,10469,4,16,16,36
11413,10470,0,2,1,3
11413,10471,0,2,1,3
11413,10472,7,15,13,35
11413,10473,3,13,12,28
11413,10474,3,5,0,8
11413,10475,5,7,6,18
11413,11001,0,1,2,3
11413,11004,5,6,7,18
11413,11005,3,0,1,4
11413,11040,0,1,1,2
11413,11101,4,14,9,27
11413,11102,5,12,8,25
11413,11103,1,7,3,11
11413,11104,3,5,10,18
11413,11105,3,5,7,15
11413,11106,9,14,4,27
11413,11109,0,0,5,5
11413,11201,2,11,6,19
11413,11203,15,42,25,82
11413,11204,3,4,18,25
11413,11205,4,6,9,19
11413,11206,9,25,20,54
11413,11207,30,111,41,182
11413,11208,31,173,47,251
11413,11209,3,4,8,15
11413,11210,10,41,18,69
11413,11211,3,9,6,18
11413,11212,29,116,29,174
11413,11213,13,39,18,70
11413,11214,1,16,25,42
11413,11215,0,7,10,17
11413,11216,11,21,11,43
11413,11217,3,8,0,11
11413,11218,4,10,7,21
11413,11219,1,4,7,12
11413,11220,4,9,9,22
11413,11221,15,38,17,70
11413,11222,0,5,4,9
11413,11223,5,11,19,35
11413,11224,3,16,8,27
11413,11225,2,36,10,48
11413,11226,17,55,24,96
11413,11228,0,5,7,12
11413,11229,5,17,27,49
11413,11230,4,15,15,34
11413,11231,0,1,2,3
11413,11232,1,2,3,6
11413,11233,16,49,22,87
11413,11234,24,63,55,142
11413,11235,4,6,15,25
11413,11236,25,104,55,184
11413,11237,3,15,11,29
11413,11238,4,21,8,33
11413,11239,1,17,7,25
11413,11354,9,27,22,58
11413,11355,24,31,40,95
11413,11356,3,5,9,17
11413,11357,4,12,23,39
11413,11358,7,15,27,49
11413,11359,0,0,1,1
11413,11360,1,5,10,16
11413,11361,5,17,16,38
11413,11362,3,3,17,23
11413,11363,0,2,1,3
11413,11364,5,16,28,49
11413,11365,7,37,39,83
11413,11366,0,3,3,6
11413,11367,7,12,15,34
11413,11368,21,77,34,132
11413,11369,4,28,7,39
11413,11370,2,15,6,23
11413,11371,0,0,1,1
11413,11372,4,17,15,36
11413,11373,13,37,30,80
11413,11374,4,7,28,39
11413,11375,8,18,53,79
11413,11377,10,28,20,58
11413,11378,2,13,26,41
11413,11379,7,11,22,40
11413,11385,18,37,40,95
11413,11411,24,59,33,116
11413,11412,45,138,59,242
11413,11413,102,141,100,343
11413,11414,12,18,25,55
11413,11415,4,11,15,30
11413,11416,13,51,23,87
11413,11417,11,39,26,76
11413,11418,8,45,31,84
11413,11419,23,122,53,198
11413,11420,22,141,62,225
11413,11421,11,43,40,94
11413,11422,34,104,39,177
11413,11423,18,65,28,111
11413,11426,4,12,7,23
11413,11427,12,30,36,78
11413,11428,12,29,26,67
11413,11429,21,89,19,129
11413,11430,0,1,1,2
11413,11432,34,94,47,175
11413,11433,17,96,34,147
11413,11434,66,212,77,355
11413,11435,27,117,49,193
11413,11436,9,57,27,93
11413,11691,17,72,58,147
11413,11692,12,18,14,44
11413,11693,5,29,6,40
11413,11694,6,9,24,39
11413,11697,0,3,4,7
11414,10001,0,0,1,1
11414,10002,0,1,1,2
11414,10003,3,0,3,6
11414,10009,2,1,4,7
11414,10010,0,1,2,3
11414,10011,0,1,5,6
11414,10012,1,0,1,2
11414,10013,4,1,1,6
11414,10016,1,0,1,2
11414,10017,0,0,1,1
11414,10018,0,1,0,1
11414,10019,1,0,1,2
11414,10021,0,2,0,2
11414,10022,1,2,0,3
11414,10023,0,0,1,1
11414,10025,0,0,2,2
11414,10026,0,0,2,2
11414,10027,1,0,3,4
11414,10028,1,0,0,1
11414,10029,2,9,3,14
11414,10030,0,0,1,1
11414,10031,0,0,2,2
11414,10032,0,2,2,4
11414,10033,0,0,1,1
11414,10034,1,1,2,4
11414,10036,0,0,4,4
11414,10038,0,0,2,2
11414,10039,0,0,1,1
11414,10040,0,2,0,2
11414,10044,1,0,0,1
11414,10065,0,0,2,2
11414,10075,0,0,2,2
11414,10128,1,0,1,2
11414,10301,2,3,4,9
11414,10302,0,3,2,5
11414,10303,0,3,3,6
11414,10304,0,1,3,4
11414,10305,1,2,1,4
11414,10306,2,3,2,7
11414,10307,1,0,4,5
11414,10308,1,1,1,3
11414,10309,3,2,6,11
11414,10310,0,1,1,2
11414,10312,2,0,9,11
11414,10314,0,3,6,9
11414,10451,0,1,1,2
11414,10452,1,2,4,7
11414,10453,1,0,2,3
11414,10454,4,0,1,5
11414,10455,3,1,1,5
11414,10456,1,4,4,9
11414,10457,2,0,1,3
11414,10458,1,2,1,4
11414,10459,1,0,0,1
11414,10460,3,2,1,6
11414,10461,1,2,1,4
11414,10462,3,2,2,7
11414,10463,0,2,4,6
11414,10465,0,2,6,8
11414,10466,3,5,3,11
11414,10467,0,4,2,6
11414,10468,1,7,1,9
11414,10469,1,4,4,9
11414,10470,0,3,0,3
11414,10471,1,3,1,5
11414,10472,1,1,4,6
11414,10473,3,2,1,6
11414,10474,1,0,1,2
11414,10475,0,0,2,2
11414,11001,3,1,0,4
11414,11004,2,6,1,9
11414,11040,0,1,1,2
11414,11101,4,3,1,8
11414,11102,0,2,0,2
11414,11103,0,5,2,7
11414,11104,0,3,6,9
11414,11105,1,4,2,7
11414,11106,2,7,2,11
11414,11201,4,3,2,9
11414,11203,3,11,8,22
11414,11204,2,5,6,13
11414,11205,6,0,2,8
11414,11206,8,10,7,25
11414,11207,22,22,9,53
11414,11208,23,43,10,76
11414,11209,7,6,8,21
11414,11210,3,4,6,13
11414,11211,6,7,9,22
11414,11212,11,11,10,32
11414,11213,6,4,3,13
11414,11214,5,9,7,21
11414,11215,3,5,5,13
11414,11216,2,6,10,18
11414,11217,6,3,0,9
11414,11218,2,6,2,10
11414,11219,3,0,5,8
11414,11220,9,12,0,21
11414,11221,10,18,7,35
11414,11222,4,5,7,16
11414,11223,7,9,6,22
11414,11224,1,4,2,7
11414,11225,2,3,5,10
11414,11226,11,13,10,34
11414,11228,4,4,5,13
11414,11229,9,17,10,36
11414,11230,9,12,4,25
11414,11231,1,3,3,7
11414,11232,0,2,0,2
11414,11233,12,14,9,35
11414,11234,13,16,16,45
11414,11235,10,5,8,23
11414,11236,5,10,12,27
11414,11237,9,14,11,34
11414,11238,0,4,2,6
11414,11239,1,0,1,2
11414,11354,6,6,2,14
11414,11355,10,14,4,28
11414,11356,4,1,3,8
11414,11357,2,3,5,10
11414,11358,5,4,7,16
11414,11360,1,4,3,8
11414,11361,3,4,5,12
11414,11362,0,1,6,7
11414,11363,0,1,1,2
11414,11364,10,12,12,34
11414,11365,5,8,4,17
11414,11366,1,0,2,3
11414,11367,5,3,3,11
11414,11368,7,23,8,38
11414,11369,1,2,2,5
11414,11370,1,2,3,6
11414,11372,2,5,1,8
11414,11373,14,14,10,38
11414,11374,9,8,6,23
11414,11375,5,5,17,27
11414,11377,9,10,15,34
11414,11378,13,12,4,29
11414,11379,8,12,11,31
11414,11385,35,32,21,88
11414,11411,3,4,3,10
11414,11412,2,9,9,20
11414,11413,7,8,5,20
11414,11414,244,183,126,553
11414,11415,4,1,8,13
11414,11416,24,40,4,68
11414,11417,74,69,10,153
11414,11418,12,26,15,53
11414,11419,17,21,8,46
11414,11420,26,29,10,65
11414,11421,19,20,12,51
11414,11422,1,9,4,14
11414,11423,8,6,3,17
11414,11426,3,4,0,7
11414,11427,1,2,7,10
11414,11428,3,1,4,8
11414,11429,4,3,6,13
11414,11432,8,7,10,25
